Policy Number,Policy Effective Date,Policy Expiration Date,Agency ID,Underwriting Company ID,Cancel Date
1005244,3/12/2012,3/13/2013,4,2,NULL
1005246,10/9/2012,4/11/2013,17,7,NULL
1005266,11/15/2012,5/18/2013,8,5,NULL
1005391,12/10/2012,6/12/2013,8,7,NULL
1005420,4/13/2012,10/14/2012,17,7,NULL
1005440,9/25/2011,9/25/2012,14,6,NULL
1005472,1/3/2013,7/6/2013,19,1,NULL
1005500,12/31/2012,7/3/2013,2,7,3/11/2013
1005524,9/13/2011,9/13/2012,15,2,NULL
1005700,12/8/2011,12/8/2012,12,7,NULL
1005702,12/26/2011,12/26/2012,10,3,NULL
1005708,11/27/2012,5/30/2013,4,4,NULL
1005732,8/13/2012,2/13/2013,1,4,NULL
1005734,6/7/2012,6/8/2013,10,6,NULL
1005785,5/8/2012,11/8/2012,20,4,NULL
1005873,4/11/2012,10/12/2012,2,6,11/16/2012
1005890,12/31/2011,12/31/2012,11,6,NULL
1005896,4/14/2012,4/15/2013,14,2,NULL
1005917,8/11/2011,8/11/2012,12,7,NULL
1005920,3/22/2012,9/22/2012,5,2,NULL
1006091,3/28/2012,9/28/2012,5,6,10/8/2012
1006106,3/2/2012,3/3/2013,5,4,8/26/2012
1006172,3/20/2012,9/20/2012,19,4,NULL
1006248,9/4/2012,3/7/2013,11,4,NULL
1006272,9/22/2012,3/25/2013,16,7,10/31/2012
1006283,6/19/2012,12/20/2012,13,6,NULL
1006302,10/25/2012,4/27/2013,1,2,NULL
1006331,8/26/2011,8/26/2012,11,3,NULL
1006341,4/15/2012,10/16/2012,10,1,11/3/2012
1006373,6/15/2012,6/16/2013,15,3,NULL
1006378,5/1/2012,11/1/2012,17,4,11/12/2012
1006383,6/25/2012,6/26/2013,11,3,NULL
1006387,6/28/2012,12/29/2012,5,6,10/4/2012
1006401,5/8/2012,11/8/2012,18,4,10/12/2012
1006483,11/21/2012,5/24/2013,10,6,NULL
1006511,5/29/2012,5/30/2013,10,4,NULL
1006518,7/5/2012,7/6/2013,13,4,9/13/2012
1006750,6/25/2012,6/26/2013,12,2,8/30/2012
1006843,4/5/2012,4/6/2013,15,3,NULL
1006854,5/6/2012,5/7/2013,12,2,NULL
1006922,10/24/2012,4/26/2013,12,6,NULL
1006945,5/1/2012,5/2/2013,13,3,NULL
1007039,2/12/2012,2/12/2013,8,3,NULL
1007080,6/14/2012,6/15/2013,18,5,NULL
1007105,7/22/2012,1/22/2013,13,7,10/27/2012
1007127,9/20/2012,3/23/2013,4,3,NULL
1007251,1/5/2012,1/5/2013,4,6,NULL
1007271,2/24/2012,2/24/2013,13,1,NULL
1007276,2/28/2012,2/28/2013,4,7,NULL
1007337,12/7/2012,6/9/2013,4,7,3/15/2013
1007356,2/15/2012,8/17/2012,9,1,NULL
1007410,10/1/2012,4/3/2013,5,1,10/9/2012
1007452,2/3/2012,8/5/2012,4,3,NULL
1007477,1/19/2013,7/22/2013,6,6,NULL
1007483,8/18/2012,2/18/2013,16,2,NULL
1007583,12/10/2011,12/10/2012,9,5,NULL
1007742,2/12/2012,8/14/2012,12,4,NULL
1007752,5/24/2012,11/24/2012,8,1,NULL
1007809,12/14/2012,6/16/2013,20,3,NULL
1007906,7/10/2012,1/10/2013,13,4,NULL
1007914,1/15/2012,1/15/2013,14,2,NULL
1007937,6/27/2012,12/28/2012,19,4,NULL
1007945,4/30/2012,10/31/2012,18,3,NULL
1008055,8/31/2011,8/31/2012,10,2,NULL
1008088,9/28/2012,3/31/2013,15,7,NULL
1008105,7/26/2012,1/26/2013,1,2,11/5/2012
1008169,7/10/2012,7/11/2013,16,6,NULL
1008244,11/19/2012,5/22/2013,3,6,NULL
1008292,10/16/2011,10/16/2012,7,2,NULL
1008351,5/4/2012,5/5/2013,7,5,NULL
1008454,11/25/2011,11/25/2012,18,2,NULL
1008548,5/1/2012,5/2/2013,7,6,NULL
1008634,2/20/2012,2/20/2013,13,5,NULL
1008661,12/7/2011,12/7/2012,6,2,NULL
1008675,8/26/2011,8/26/2012,11,3,NULL
1008729,11/23/2011,11/23/2012,2,5,NULL
1008747,3/14/2012,3/15/2013,16,2,NULL
1008766,6/21/2012,6/22/2013,3,1,NULL
1008869,9/23/2011,9/23/2012,3,4,NULL
1008881,1/29/2012,1/29/2013,1,1,NULL
1008926,5/13/2012,11/13/2012,11,5,NULL
1008952,8/15/2011,8/15/2012,5,3,NULL
1009002,4/8/2012,4/9/2013,8,5,NULL
1009037,9/7/2011,9/7/2012,12,4,NULL
1009115,2/20/2012,2/20/2013,19,1,NULL
1009117,6/24/2012,12/25/2012,9,1,NULL
1009182,12/24/2011,12/24/2012,17,4,NULL
1009187,5/9/2012,11/9/2012,13,2,NULL
1009272,5/30/2012,11/30/2012,7,7,NULL
1009348,3/25/2012,9/25/2012,3,2,NULL
1009363,8/19/2012,2/19/2013,11,2,NULL
1009373,5/27/2012,5/28/2013,16,4,NULL
1009376,6/1/2012,12/2/2012,5,3,10/21/2012
1009420,4/18/2012,10/19/2012,15,7,NULL
1009448,1/18/2012,1/18/2013,7,5,NULL
1009491,11/20/2011,11/20/2012,6,4,NULL
1009609,2/13/2012,2/13/2013,11,1,NULL
1009681,5/28/2012,5/29/2013,2,7,NULL
1009761,4/2/2012,10/3/2012,11,5,NULL
1009782,12/14/2012,6/16/2013,19,1,NULL
1009814,8/15/2011,8/15/2012,16,1,NULL
1009822,1/27/2012,1/27/2013,14,2,NULL
1009862,1/25/2012,1/25/2013,13,7,NULL
1009889,10/3/2012,4/5/2013,10,1,NULL
1010079,5/26/2012,11/26/2012,13,5,NULL
1010175,10/4/2012,4/6/2013,2,7,10/6/2012
1010377,11/12/2011,11/12/2012,13,4,NULL
1010410,12/29/2012,7/1/2013,18,2,NULL
1010442,9/1/2011,9/1/2012,8,7,NULL
1010463,11/2/2012,5/5/2013,17,2,NULL
1010473,10/13/2011,10/13/2012,1,2,NULL
1010505,3/9/2012,3/10/2013,17,3,NULL
1010547,4/29/2012,4/30/2013,18,6,NULL
1010575,7/15/2012,1/15/2013,10,3,NULL
1010601,2/14/2012,8/16/2012,10,2,NULL
1010611,6/26/2012,12/27/2012,7,6,NULL
1010665,3/28/2012,3/29/2013,13,5,NULL
1010678,9/25/2012,3/28/2013,20,3,NULL
1010732,9/22/2012,3/25/2013,14,2,NULL
1010753,1/2/2013,7/5/2013,13,4,NULL
1010857,2/21/2012,2/21/2013,2,3,NULL
1010875,5/4/2012,5/5/2013,5,3,8/31/2012
1010913,7/14/2012,7/15/2013,5,4,NULL
1010950,7/2/2012,7/3/2013,16,5,NULL
1010951,8/17/2012,2/17/2013,7,4,NULL
1011024,4/25/2012,10/26/2012,16,7,NULL
1011099,12/1/2012,6/3/2013,19,5,NULL
1011111,4/30/2012,5/1/2013,12,4,NULL
1011120,1/5/2013,7/8/2013,17,3,NULL
1011250,5/22/2012,5/23/2013,3,6,NULL
1011252,2/24/2012,2/24/2013,2,2,NULL
1011318,8/21/2012,2/21/2013,15,2,NULL
1011321,12/7/2012,6/9/2013,11,5,NULL
1011360,8/23/2012,2/23/2013,5,2,NULL
1011401,7/24/2012,7/25/2013,18,2,NULL
1011416,9/24/2011,9/24/2012,12,1,NULL
1011432,1/21/2013,7/24/2013,12,2,NULL
1011459,5/27/2012,5/28/2013,6,3,NULL
1011536,9/14/2011,9/14/2012,2,7,NULL
1011594,8/28/2012,2/28/2013,2,7,NULL
1011711,12/31/2012,7/3/2013,3,5,NULL
1011729,12/19/2012,6/21/2013,18,3,NULL
1011738,4/28/2012,10/29/2012,9,2,NULL
1011775,5/24/2012,5/25/2013,4,6,NULL
1011782,1/2/2013,7/5/2013,3,3,NULL
1011851,6/1/2012,12/2/2012,1,3,11/18/2012
1011864,5/7/2012,11/7/2012,20,5,10/31/2012
1011883,6/28/2012,12/29/2012,19,2,NULL
1011948,5/11/2012,5/12/2013,20,2,NULL
1011969,12/21/2011,12/21/2012,17,2,NULL
1012043,9/2/2012,3/5/2013,17,6,NULL
1012094,5/12/2012,11/12/2012,3,7,NULL
1012166,6/16/2012,12/17/2012,18,6,NULL
1012203,4/8/2012,10/9/2012,1,2,NULL
1012312,1/26/2012,1/26/2013,4,3,NULL
1012346,3/6/2012,3/7/2013,18,3,NULL
1012347,6/11/2012,12/12/2012,5,7,NULL
1012581,6/30/2012,12/31/2012,14,7,10/24/2012
1012584,6/4/2012,6/5/2013,4,7,NULL
1012591,6/25/2012,6/26/2013,10,2,NULL
1012604,8/17/2012,2/17/2013,13,4,NULL
1012607,2/16/2012,2/16/2013,1,4,NULL
1012722,3/27/2012,9/27/2012,15,6,NULL
1012763,10/9/2012,4/11/2013,9,3,NULL
1012819,7/25/2012,1/25/2013,11,6,11/7/2012
1012847,7/22/2012,7/23/2013,6,5,NULL
1012911,2/20/2012,8/22/2012,3,3,NULL
1013011,8/19/2011,8/19/2012,3,3,NULL
1013207,6/28/2012,12/29/2012,9,2,NULL
1013250,11/13/2011,11/13/2012,2,1,NULL
1013283,11/1/2011,11/1/2012,20,5,NULL
1013314,7/28/2012,7/29/2013,11,2,NULL
1013342,12/28/2012,6/30/2013,9,4,NULL
1013378,8/20/2012,2/20/2013,15,2,NULL
1013425,2/15/2012,2/15/2013,4,1,NULL
1013492,6/28/2012,6/29/2013,11,6,10/2/2012
1013622,3/28/2012,9/28/2012,17,1,NULL
1013750,2/4/2012,8/6/2012,7,6,10/17/2012
1013766,12/28/2011,12/28/2012,11,3,NULL
1013782,6/12/2012,6/13/2013,12,7,NULL
1013787,7/6/2012,7/7/2013,1,1,10/5/2012
1013795,3/30/2012,3/31/2013,8,4,NULL
1013877,4/29/2012,10/30/2012,6,4,11/2/2012
1013905,12/29/2011,12/29/2012,6,6,NULL
1013922,2/10/2012,2/10/2013,8,7,NULL
1013963,10/30/2012,5/2/2013,9,6,NULL
1013973,1/13/2013,7/16/2013,13,1,NULL
1014061,5/24/2012,5/25/2013,4,6,NULL
1014138,9/2/2011,9/2/2012,15,3,NULL
1014146,6/7/2012,6/8/2013,10,1,8/8/2012
1014158,5/16/2012,11/16/2012,15,5,NULL
1014257,11/14/2011,11/14/2012,5,2,NULL
1014284,2/5/2012,8/7/2012,14,1,NULL
1014286,5/5/2012,5/6/2013,19,1,NULL
1014312,2/19/2012,8/21/2012,16,4,NULL
1014313,8/15/2011,8/15/2012,20,1,NULL
1014594,3/18/2012,3/19/2013,16,6,NULL
1014633,2/7/2012,8/9/2012,8,1,NULL
1014634,9/19/2011,9/19/2012,3,3,NULL
1014666,3/17/2012,9/17/2012,3,2,NULL
1014672,5/26/2012,5/27/2013,15,5,NULL
1014709,3/6/2012,3/7/2013,10,3,NULL
1014725,8/11/2011,8/11/2012,2,3,NULL
1014895,12/27/2012,6/29/2013,13,2,NULL
1014948,8/20/2011,8/20/2012,16,6,NULL
1014977,5/17/2012,11/17/2012,19,6,NULL
1015024,11/10/2012,5/13/2013,7,4,NULL
1015056,12/11/2012,6/13/2013,11,5,NULL
1015058,1/25/2013,7/28/2013,6,4,NULL
1015082,12/15/2011,12/15/2012,15,3,NULL
1015282,1/11/2013,7/14/2013,17,6,NULL
1015349,12/9/2011,12/9/2012,14,1,NULL
1015366,9/14/2012,3/17/2013,10,3,NULL
1015459,3/2/2012,9/2/2012,8,6,NULL
1015556,12/9/2012,6/11/2013,1,2,NULL
1015624,2/17/2012,8/19/2012,15,6,10/24/2012
1015638,11/20/2012,5/23/2013,10,6,NULL
1015678,2/26/2012,8/28/2012,8,7,NULL
1015691,4/12/2012,10/13/2012,8,2,NULL
1015708,6/29/2012,6/30/2013,11,5,NULL
1015723,7/19/2012,1/19/2013,10,2,NULL
1015772,10/30/2012,5/2/2013,7,7,NULL
1015785,6/24/2012,12/25/2012,18,1,NULL
1015870,4/23/2012,10/24/2012,14,5,10/25/2012
1015875,10/19/2012,4/21/2013,11,2,NULL
1015896,10/21/2012,4/23/2013,18,2,NULL
1015907,7/13/2012,1/13/2013,2,1,11/3/2012
1015970,6/11/2012,12/12/2012,4,7,NULL
1016032,9/22/2012,3/25/2013,17,7,NULL
1016063,3/17/2012,3/18/2013,4,6,NULL
1016099,9/8/2012,3/11/2013,11,6,NULL
1016264,3/1/2012,9/1/2012,20,4,10/25/2012
1016339,6/27/2012,12/28/2012,12,5,NULL
1016346,12/15/2011,12/15/2012,15,7,NULL
1016349,8/27/2011,8/27/2012,7,3,NULL
1016370,10/31/2011,10/31/2012,19,1,NULL
1016415,9/6/2012,3/9/2013,11,6,NULL
1016444,11/21/2012,5/24/2013,3,1,3/12/2013
1016508,10/24/2011,10/24/2012,18,2,NULL
1016521,3/26/2012,3/27/2013,15,4,NULL
1016647,11/19/2011,11/19/2012,5,3,NULL
1016669,1/24/2012,1/24/2013,4,3,NULL
1016745,11/26/2011,11/26/2012,12,4,NULL
1016768,1/27/2013,7/30/2013,6,5,NULL
1016834,8/27/2012,2/27/2013,5,2,NULL
1016927,2/13/2012,2/13/2013,12,3,NULL
1016938,7/3/2012,1/3/2013,9,7,NULL
1016955,8/27/2012,2/27/2013,13,7,NULL
1017062,3/31/2012,4/1/2013,12,4,NULL
1017068,9/19/2012,3/22/2013,8,5,NULL
1017082,1/26/2013,7/29/2013,2,4,NULL
1017128,12/29/2011,12/29/2012,11,4,NULL
1017140,7/11/2012,7/12/2013,2,4,10/6/2012
1017150,5/29/2012,5/30/2013,8,6,NULL
1017157,5/24/2012,11/24/2012,14,4,NULL
1017203,5/31/2012,12/1/2012,8,2,NULL
1017350,1/27/2013,7/30/2013,9,2,NULL
1017531,2/13/2012,2/13/2013,11,2,NULL
1017542,1/26/2012,1/26/2013,8,5,NULL
1017555,8/14/2011,8/14/2012,8,2,NULL
1017561,3/20/2012,9/20/2012,11,3,11/5/2012
1017668,8/21/2011,8/21/2012,10,4,9/23/2012
1017695,2/20/2012,8/22/2012,4,3,NULL
1017752,3/28/2012,3/29/2013,12,3,NULL
1017841,9/4/2011,9/4/2012,7,2,NULL
1018278,2/7/2012,8/9/2012,5,6,NULL
1018289,10/18/2012,4/20/2013,16,3,NULL
1018292,9/14/2012,3/17/2013,7,7,NULL
1018330,7/11/2012,1/11/2013,13,6,NULL
1018399,6/10/2012,12/11/2012,4,4,NULL
1018428,6/24/2012,12/25/2012,5,7,NULL
1018470,7/21/2012,1/21/2013,6,2,NULL
1018504,11/18/2012,5/21/2013,14,6,NULL
1018546,2/28/2012,2/28/2013,3,2,NULL
1018553,9/21/2012,3/24/2013,2,4,NULL
1018599,6/21/2012,6/22/2013,7,1,NULL
1018703,9/6/2012,3/9/2013,8,6,NULL
1018746,8/26/2011,8/26/2012,17,5,NULL
1018747,10/13/2011,10/13/2012,19,5,NULL
1018811,9/3/2012,3/6/2013,6,1,NULL
1018859,12/5/2011,12/5/2012,19,2,NULL
1018867,6/30/2012,12/31/2012,18,3,NULL
1019011,12/19/2011,12/19/2012,1,4,NULL
1019182,4/9/2012,10/10/2012,11,6,NULL
1019203,7/24/2012,1/24/2013,19,4,NULL
1019280,12/7/2012,6/9/2013,4,7,NULL
1019282,8/30/2011,8/30/2012,3,5,NULL
1019326,11/22/2011,11/22/2012,2,4,NULL
1019329,2/3/2012,8/5/2012,4,7,NULL
1019382,12/21/2012,6/23/2013,4,1,NULL
1019510,10/14/2012,4/16/2013,11,7,NULL
1019553,10/17/2012,4/19/2013,12,1,NULL
1019775,9/23/2011,9/23/2012,5,2,NULL
1019793,10/16/2012,4/18/2013,18,4,NULL
1019906,9/1/2012,3/4/2013,4,2,NULL
1019908,9/27/2012,3/30/2013,2,4,NULL
1020029,9/3/2011,9/3/2012,14,3,NULL
1020122,11/10/2012,5/13/2013,12,3,NULL
1020149,9/29/2011,9/29/2012,20,2,NULL
1020204,5/31/2012,6/1/2013,11,4,NULL
1020261,6/13/2012,6/14/2013,4,6,NULL
1020348,8/16/2012,2/16/2013,14,7,11/5/2012
1020350,1/7/2012,1/7/2013,11,4,NULL
1020377,2/5/2012,8/7/2012,6,7,NULL
1020460,12/20/2012,6/22/2013,3,3,NULL
1020488,6/8/2012,6/9/2013,2,5,NULL
1020544,12/31/2011,12/31/2012,20,4,NULL
1020607,3/27/2012,3/28/2013,3,7,NULL
1020638,8/18/2011,8/18/2012,8,5,NULL
1020642,9/17/2011,9/17/2012,5,7,NULL
1020643,9/19/2012,3/22/2013,12,7,NULL
1020730,2/24/2012,2/24/2013,20,5,NULL
1020807,4/5/2012,4/6/2013,8,1,NULL
1020864,7/6/2012,1/6/2013,12,7,NULL
1020871,11/1/2011,11/1/2012,15,1,NULL
1020879,7/26/2012,1/26/2013,10,3,NULL
1020966,11/26/2012,5/29/2013,18,7,NULL
1020989,4/14/2012,4/15/2013,4,1,NULL
1021159,8/7/2012,2/7/2013,17,3,10/27/2012
1021241,6/4/2012,6/5/2013,20,1,NULL
1021270,3/12/2012,9/12/2012,10,7,NULL
1021278,1/11/2013,7/14/2013,6,7,NULL
1021314,9/13/2012,3/16/2013,2,1,NULL
1021318,11/25/2011,11/25/2012,4,3,NULL
1021361,1/4/2012,1/4/2013,15,6,NULL
1021445,12/25/2011,12/25/2012,12,3,NULL
1021504,10/6/2012,4/8/2013,19,3,NULL
1021509,2/18/2012,2/18/2013,19,5,NULL
1021583,12/20/2011,12/20/2012,11,7,NULL
1021592,7/21/2012,7/22/2013,3,4,NULL
1021608,4/27/2012,10/28/2012,1,7,NULL
1021668,4/10/2012,10/11/2012,10,2,NULL
1021712,1/15/2012,1/15/2013,8,4,NULL
1021713,5/7/2012,11/7/2012,10,5,NULL
1021722,3/12/2012,3/13/2013,8,4,NULL
1021723,8/29/2012,3/1/2013,1,5,NULL
1021810,10/24/2011,10/24/2012,9,4,NULL
1021895,4/25/2012,10/26/2012,10,4,10/24/2012
1021976,1/9/2013,7/12/2013,4,6,NULL
1022031,3/22/2012,9/22/2012,10,5,NULL
1022205,7/27/2012,1/27/2013,19,4,NULL
1022359,4/11/2012,4/12/2013,5,6,NULL
1022362,3/27/2012,9/27/2012,6,4,9/29/2012
1022381,3/23/2012,3/24/2013,9,1,NULL
1022389,2/9/2012,8/11/2012,6,4,NULL
1022427,12/16/2012,6/18/2013,7,4,NULL
1022448,9/29/2011,9/29/2012,5,7,10/22/2012
1022502,9/26/2012,3/29/2013,8,7,NULL
1022566,2/23/2012,2/23/2013,13,2,NULL
1022568,1/17/2013,7/20/2013,11,2,NULL
1022583,5/6/2012,5/7/2013,9,5,NULL
1022600,9/5/2012,3/8/2013,2,2,NULL
1022624,1/19/2013,7/22/2013,10,2,NULL
1022815,10/31/2011,10/31/2012,18,3,NULL
1022872,11/5/2012,5/8/2013,20,3,NULL
1023036,3/15/2012,3/16/2013,13,2,NULL
1023135,2/15/2012,2/15/2013,19,5,NULL
1023161,11/2/2012,5/5/2013,5,1,NULL
1023204,7/16/2012,7/17/2013,18,7,NULL
1023252,1/8/2012,1/8/2013,4,3,NULL
1023344,11/26/2012,5/29/2013,10,5,NULL
1023366,10/11/2011,10/11/2012,3,2,NULL
1023374,10/26/2012,4/28/2013,19,2,NULL
1023375,5/20/2012,11/20/2012,8,3,NULL
1023404,5/17/2012,11/17/2012,13,1,NULL
1023445,10/17/2012,4/19/2013,3,5,NULL
1023539,6/18/2012,12/19/2012,11,1,NULL
1023579,4/3/2012,10/4/2012,17,7,NULL
1023803,1/2/2012,1/2/2013,7,5,NULL
1023807,3/23/2012,9/23/2012,17,6,NULL
1023922,5/22/2012,11/22/2012,8,3,11/17/2012
1023998,11/29/2012,6/1/2013,2,3,NULL
1024044,7/13/2012,7/14/2013,1,2,NULL
1024108,9/22/2011,9/22/2012,20,5,NULL
1024111,9/24/2011,9/24/2012,9,6,NULL
1024135,6/15/2012,12/16/2012,16,5,NULL
1024151,2/16/2012,2/16/2013,10,4,NULL
1024262,10/30/2012,5/2/2013,7,4,NULL
1024264,10/9/2012,4/11/2013,8,7,NULL
1024587,5/2/2012,11/2/2012,8,3,NULL
1024663,9/5/2012,3/8/2013,16,1,NULL
1024692,6/3/2012,12/4/2012,16,1,NULL
1024699,1/17/2013,7/20/2013,20,4,NULL
1024748,6/4/2012,6/5/2013,6,2,NULL
1024753,12/14/2012,6/16/2013,2,5,NULL
1024838,3/4/2012,3/5/2013,6,4,NULL
1024962,7/10/2012,1/10/2013,5,3,NULL
1024966,6/11/2012,6/12/2013,1,1,NULL
1024975,12/14/2011,12/14/2012,15,6,NULL
1025022,3/3/2012,9/3/2012,10,4,NULL
1025059,10/27/2011,10/27/2012,4,4,NULL
1025176,8/4/2012,2/4/2013,7,3,NULL
1025221,11/28/2011,11/28/2012,16,6,NULL
1025241,7/19/2012,1/19/2013,11,6,NULL
1025263,10/8/2011,10/8/2012,17,2,NULL
1025315,2/20/2012,2/20/2013,9,4,NULL
1025437,4/21/2012,4/22/2013,1,6,NULL
1025442,2/23/2012,8/25/2012,18,2,NULL
1025449,2/24/2012,8/26/2012,6,1,NULL
1025528,4/6/2012,4/7/2013,9,5,NULL
1025532,7/3/2012,7/4/2013,15,3,7/31/2012
1025533,9/25/2011,9/25/2012,7,1,NULL
1025538,3/25/2012,9/25/2012,5,1,NULL
1025568,5/17/2012,5/18/2013,11,4,NULL
1025569,5/6/2012,11/6/2012,8,4,NULL
1025611,5/19/2012,5/20/2013,13,7,NULL
1025613,4/6/2012,4/7/2013,20,6,NULL
1025650,10/27/2011,10/27/2012,12,2,7/17/2012
1025673,10/14/2012,4/16/2013,17,1,NULL
1025696,12/21/2012,6/23/2013,17,1,4/13/2013
1025822,8/31/2012,3/3/2013,5,6,NULL
1025826,7/22/2012,1/22/2013,17,6,NULL
1025862,10/28/2012,4/30/2013,16,2,NULL
1025944,11/5/2012,5/8/2013,15,4,1/23/2013
1025955,8/2/2012,2/2/2013,10,4,NULL
1026009,8/28/2011,8/28/2012,3,5,NULL
1026012,11/27/2011,11/27/2012,10,4,NULL
1026036,6/21/2012,6/22/2013,10,5,7/17/2012
1026106,10/22/2012,4/24/2013,1,1,NULL
1026107,3/25/2012,9/25/2012,4,3,NULL
1026117,7/1/2012,7/2/2013,8,7,NULL
1026136,9/21/2011,9/21/2012,6,3,NULL
1026202,11/30/2012,6/2/2013,11,1,NULL
1026220,12/25/2011,12/25/2012,11,6,NULL
1026240,9/12/2012,3/15/2013,7,3,NULL
1026268,5/23/2012,11/23/2012,1,2,NULL
1026272,4/29/2012,4/30/2013,7,2,NULL
1026342,6/24/2012,6/25/2013,11,2,9/15/2012
1026351,1/8/2012,1/8/2013,7,2,NULL
1026359,4/14/2012,4/15/2013,17,6,NULL
1026366,11/1/2011,11/1/2012,13,1,NULL
1026386,7/22/2012,7/23/2013,20,3,NULL
1026396,12/14/2011,12/14/2012,7,6,NULL
1026406,6/28/2012,12/29/2012,9,7,NULL
1026451,7/1/2012,1/1/2013,3,3,NULL
1026467,12/27/2011,12/27/2012,8,6,NULL
1026530,3/29/2012,3/30/2013,18,1,NULL
1026589,3/17/2012,3/18/2013,18,7,NULL
1026637,10/10/2012,4/12/2013,11,3,NULL
1026668,12/27/2011,12/27/2012,4,2,NULL
1026716,5/14/2012,5/15/2013,5,2,NULL
1026845,5/31/2012,6/1/2013,20,1,NULL
1026891,6/10/2012,12/11/2012,10,5,NULL
1026927,1/9/2012,1/9/2013,9,2,7/23/2012
1026970,10/30/2012,5/2/2013,7,2,NULL
1027022,6/9/2012,6/10/2013,19,3,NULL
1027071,8/17/2012,2/17/2013,8,4,NULL
1027074,7/6/2012,7/7/2013,16,1,NULL
1027077,8/19/2011,8/19/2012,2,3,NULL
1027114,10/17/2011,10/17/2012,14,7,NULL
1027194,1/19/2012,1/19/2013,8,4,NULL
1027272,12/20/2011,12/20/2012,17,6,NULL
1027324,7/3/2012,7/4/2013,6,4,9/22/2012
1027341,2/13/2012,2/13/2013,4,6,NULL
1027343,7/27/2012,1/27/2013,9,3,11/11/2012
1027386,5/21/2012,5/22/2013,12,3,NULL
1027399,10/14/2012,4/16/2013,19,2,NULL
1027447,8/31/2012,3/3/2013,13,4,NULL
1027463,6/19/2012,12/20/2012,2,4,NULL
1027518,4/12/2012,4/13/2013,8,6,NULL
1027617,8/28/2011,8/28/2012,18,5,NULL
1027701,3/9/2012,9/9/2012,5,1,NULL
1027764,8/28/2011,8/28/2012,7,4,NULL
1027802,7/22/2012,7/23/2013,4,7,NULL
1027862,7/15/2012,7/16/2013,16,5,NULL
1027893,1/20/2013,7/23/2013,7,2,NULL
1027938,9/4/2012,3/7/2013,14,4,NULL
1027991,12/26/2011,12/26/2012,5,6,NULL
1028074,2/3/2012,2/3/2013,19,1,NULL
1028092,3/21/2012,3/22/2013,13,2,NULL
1028111,4/23/2012,4/24/2013,17,5,NULL
1028129,4/4/2012,4/5/2013,20,3,7/30/2012
1028184,9/2/2011,9/2/2012,6,5,NULL
1028261,2/4/2012,2/4/2013,2,3,NULL
1028343,9/29/2012,4/1/2013,13,6,NULL
1028347,8/27/2011,8/27/2012,2,2,NULL
1028434,11/30/2012,6/2/2013,2,7,NULL
1028457,5/25/2012,5/26/2013,18,1,NULL
1028465,9/27/2011,9/27/2012,18,2,NULL
1028487,2/26/2012,2/26/2013,13,2,9/27/2012
1028626,5/19/2012,5/20/2013,6,2,NULL
1028671,11/5/2012,5/8/2013,15,5,NULL
1028675,1/11/2013,7/14/2013,15,7,NULL
1028706,3/19/2012,9/19/2012,3,3,NULL
1028786,11/22/2012,5/25/2013,3,1,NULL
1028892,10/31/2012,5/3/2013,11,2,NULL
1028895,7/29/2012,1/29/2013,2,1,NULL
1028921,7/9/2012,1/9/2013,16,3,NULL
1028967,12/15/2011,12/15/2012,9,6,NULL
1029061,4/10/2012,4/11/2013,15,4,8/17/2012
1029066,5/6/2012,5/7/2013,4,6,NULL
1029193,3/12/2012,3/13/2013,8,5,7/16/2012
1029296,12/10/2012,6/12/2013,6,1,NULL
1029302,6/23/2012,6/24/2013,12,2,NULL
1029304,2/10/2012,2/10/2013,12,4,NULL
1029322,3/24/2012,3/25/2013,4,7,NULL
1029371,2/22/2012,2/22/2013,14,6,NULL
1029436,1/26/2012,1/26/2013,14,7,NULL
1029448,6/9/2012,12/10/2012,2,3,NULL
1029527,5/10/2012,5/11/2013,12,5,NULL
1029640,11/5/2012,5/8/2013,16,7,NULL
1029682,8/22/2011,8/22/2012,15,7,9/21/2012
1029706,2/21/2012,2/21/2013,6,2,NULL
1029781,5/24/2012,11/24/2012,17,3,NULL
1029795,1/26/2012,1/26/2013,1,1,NULL
1029809,10/8/2012,4/10/2013,3,6,10/22/2012
1029860,5/5/2012,11/5/2012,18,6,NULL
1029869,4/4/2012,10/5/2012,11,2,NULL
1029951,7/31/2012,1/31/2013,8,3,10/1/2012
1029956,11/4/2011,11/4/2012,8,6,NULL
1029978,2/23/2012,2/23/2013,11,7,NULL
1008267,8/12/2012,2/12/2013,4,1,NULL
1011112,10/30/2011,10/30/2012,15,2,NULL
1012009,6/22/2012,6/23/2013,14,2,NULL
1012517,11/15/2012,5/18/2013,7,1,NULL
1013059,1/3/2012,1/3/2013,13,2,NULL
1014516,7/7/2012,1/7/2013,4,2,NULL
1014556,12/16/2012,6/18/2013,10,1,NULL
1014803,2/10/2012,8/12/2012,19,3,NULL
1015026,6/1/2012,12/2/2012,15,2,10/20/2012
1017045,1/17/2012,1/17/2013,16,3,NULL
1017235,1/14/2012,7/16/2012,14,4,10/3/2012
1018056,4/9/2012,10/10/2012,10,7,NULL
1020560,2/16/2012,8/18/2012,9,7,NULL
1022052,1/31/2012,8/2/2012,20,5,NULL
1026623,2/17/2012,8/19/2012,8,5,NULL
1029946,3/15/2012,3/16/2013,3,7,7/5/2012
1000276,10/15/2011,10/15/2012,17,7,NULL
1000299,9/27/2012,3/30/2013,6,5,NULL
